Time, Confusion Line, Direction, Response, Threshold, Correct
9.420837,1,0,0,100,true
10.085637,0,1,1,100,true
11.253609,0,2,2,50,true
12.163462,2,2,3,100,false
13.43033,0,1,1,25,true
15.262795,0,0,0,12,true
15.894012,1,0,0,50,true
16.660339,1,1,1,25,true
18.005791,1,0,0,12,true
19.005527,0,0,3,6,false
19.858273,0,0,2,9,false
20.636465,0,0,1,10,false
21.637192,0,1,0,11,false
21.979477,1,0,3,6,false
22.701548,1,0,2,9,false
23.245613,1,1,1,10,true
23.691273,1,0,0,9,true
