Time, Confusion Line, Direction, Response, Threshold, Correct
6.145602,0,0,0,100,true
9.788106,2,2,3,100,false
10.463973,0,0,0,50,true
11.365315,0,2,2,25,true
12.253331,0,1,1,12,true
14.908855,0,2,1,6,false
15.773921,0,1,1,9,true
16.516943,1,1,1,100,true
17.327221,1,2,2,50,true
18.496563,0,1,3,7,false
19.281572,0,1,2,8,false
20.103998,1,0,0,25,true
21.671396,1,0,0,12,true
23.793766,1,0,1,6,false
25.326056,1,0,3,9,false
26.591951,1,0,0,10,true
28.746405,1,2,2,9,true
