Time, Confusion Line, Direction, Response, Threshold, Correct
20.343975,1,1,1,100,true
58.559444,2,1,0,100,false
59.780891,1,1,1,50,true
60.969181,0,2,2,100,true
61.700512,0,0,1,50,false
63.224178,0,0,0,75,true
64.701385,0,0,0,62,true
65.421043,0,1,1,56,true
66.232101,0,1,1,53,true
68.488586,1,1,1,25,true
70.564697,1,0,0,12,true
71.173759,0,0,0,51,true
76.406204,1,0,1,6,false
80.293991,1,0,2,9,false
80.957619,0,2,2,50,true
83.269653,1,1,1,10,true
84.414253,1,0,3,9,false
