Time, Confusion Line, Direction, Response, Threshold, Correct
2.04775,0,0,0,0.5,true
3.067379,0,0,0,0.3,true
5.625822,0,2,2,0.2,true
6.751956,0,2,2,0.15,true
8.060937,0,0,1,0.125,false
8.822939,0,1,1,0.175,true
11.61451,0,0,1,0.075,false
12.467642,0,1,1,0.275,true
